TAXON_ORDER,CATEGORY,SPECIES_CODE,TAXON_CONCEPT_ID,PRIMARY_COM_NAME,SCI_NAME,ORDER,FAMILY,SPECIES_GROUP,REPORT_AS
28718,issf,rebscr2,,White-browed Scrub-Robin (Red-backed),Cercotrichas leucophrys [leucophrys Group],Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,rbsrob1
28725,spuh,scrubr1,,scrub-robin sp.,Cercotrichas sp.,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28726,species,indrob1,,Indian Robin,Copsychus fulicatus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28732,species,magrob,,Oriental Magpie-Robin,Copsychus saularis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28733,issf,orimar1,,Oriental Magpie-Robin (Oriental),Copsychus saularis [saularis Group],Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,magrob
28738,issf,orimar2,,Oriental Magpie-Robin (Black),Copsychus saularis [amoenus Group],Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,magrob
28742,species,rutsha2,,Rufous-tailed Shama,Copsychus pyrropygus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28743,species,mamrob1,,Madagascar Magpie-Robin,Copsychus albospecularis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28744,issf,madmar1,,Madagascar Magpie-Robin (Black-bellied),Copsychus albospecularis albospecularis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,mamrob1
28745,issf,madmar2,,Madagascar Magpie-Robin (White-bellied),Copsychus albospecularis inexspectatus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,mamrob1
28746,issf,madmar3,,Madagascar Magpie-Robin (White-winged),Copsychus albospecularis pica,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,mamrob1
28747,species,semrob1,,Seychelles Magpie-Robin,Copsychus sechellarum,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28748,species,phimar1,,Philippine Magpie-Robin,Copsychus mindanensis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28749,species,whrsha,,White-rumped Shama,Copsychus malabaricus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28750,issf,whrsha1,,White-rumped Shama (White-rumped),Copsychus malabaricus [malabaricus Group],Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,whrsha
28755,issf,whrsha18,,White-rumped Shama (Long-tailed),Copsychus malabaricus ngae,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,whrsha
28756,issf,whrsha3,,White-rumped Shama (Barusan),Copsychus malabaricus [melanurus Group],Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,whrsha
28761,species,whrsha5,,Sri Lankan Shama,Copsychus leggei,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28762,species,whrsha16,,White-crowned Shama,Copsychus stricklandii,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28763,species,whrsha17,,Maratua Shama,Copsychus barbouri,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28764,species,whrsha11,,Kangean Shama,Copsychus nigricauda,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28765,species,andsha1,,Andaman Shama,Copsychus albiventris,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28766,species,larsha1,,Larwo Shama,Copsychus omissus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28769,species,whbsha1,,White-browed Shama,Copsychus luzoniensis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28773,species,vissha1,,Visayan Shama,Copsychus superciliaris,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28774,species,whvsha1,,White-vented Shama,Copsychus niger,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28775,species,blasha1,,Black Shama,Copsychus cebuensis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28776,species,whtfly2,,White-tailed Flycatcher,Leucoptilon concretum,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28780,species,whbsho1,,Nilgiri Sholakili,Sholicola major,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28781,species,whbsho3,,White-bellied Sholakili,Sholicola albiventris,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28784,species,larnil1,,Large Niltava,Niltava grandis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28785,issf,larnil6,,Large Niltava (Large),Niltava grandis [grandis Group],Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,larnil1
28789,issf,larnil4,,Large Niltava (Dalat),Niltava grandis decorata,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,larnil1
28790,species,smanil1,,Small Niltava,Niltava macgrigoriae,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28793,species,fujnil1,,Fujian Niltava,Niltava davidi,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28794,species,rubnil1,,Rufous-bellied Niltava,Niltava sundara,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28798,species,ruvnil1,,Rufous-vented Niltava,Niltava sumatrana,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28799,species,vivnil2,,Chinese Vivid Niltava,Niltava oatesi,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28800,species,vivnil3,,Taiwan Vivid Niltava,Niltava vivida,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28801,spuh,niltav1,,niltava sp.,Niltava sp.,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28802,species,bawfly2,,Blue-and-white Flycatcher,Cyanoptila cyanomelana,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28805,species,zapfly1,,Zappey's Flycatcher,Cyanoptila cumatilis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28806,slash,y00911,,Blue-and-white/Zappey's Flycatcher,Cyanoptila cyanomelana/cumatilis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28807,species,matfly2,,Matinan Flycatcher,Eumyias sanfordi,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28808,species,blffly1,,Blue-fronted Flycatcher,Eumyias hoevelli,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28809,species,tibfly2,,Timor Blue Flycatcher,Eumyias hyacinthinus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28812,species,flojuf2,,Flores Jungle Flycatcher,Eumyias oscillans,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28813,species,flojuf1,,Sumba Jungle Flycatcher,Eumyias stresemanni,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28814,species,dubfly3,,Dull-blue Flycatcher,Eumyias sordidus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28815,species,nilfly2,,Nilgiri Flycatcher,Eumyias albicaudatus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28816,species,indfly1,,Indigo Flycatcher,Eumyias indigo,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28817,issf,indfly2,,Indigo Flycatcher (Rufous-vented),Eumyias indigo ruficrissa/cerviniventris,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,indfly1
28820,issf,indfly3,,Indigo Flycatcher (Javan),Eumyias indigo indigo,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,indfly1
28821,species,verfly4,,Verditer Flycatcher,Eumyias thalassinus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28824,slash,y01103,,Nilgiri/Verditer Flycatcher,Eumyias albicaudatus/thalassinus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28825,species,burjuf1,,Buru Jungle Flycatcher,Eumyias additus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28826,species,islfly1,,Turquoise Flycatcher,Eumyias panayensis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28834,species,whgfly1,,White-gorgeted Flycatcher,Anthipes monileger,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28838,species,rubfly3,,Rufous-browed Flycatcher,Anthipes solitaris,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28842,species,rubfly1,,Rück's Blue Flycatcher,Cyornis ruckii,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28843,species,bubfly1,,Blue-breasted Blue Flycatcher,Cyornis herioti,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28844,species,bubfly2,,Rufous-breasted Blue Flycatcher,Cyornis camarinensis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28845,slash,blbfly3,,Blue-breasted/Rufous-breasted Blue Flycatcher,Cyornis herioti/camarinensis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28846,species,habfly1,,Hainan Blue Flycatcher,Cyornis hainanus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28850,species,wbbfly1,,White-bellied Blue Flycatcher,Cyornis pallidipes,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28851,species,pacblf1,,Pale-chinned Flycatcher,Cyornis poliogenys,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28856,species,pabfly2,,Pale Blue Flycatcher,Cyornis unicolor,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28857,issf,pabfly3,,Pale Blue Flycatcher (Unicolored),Cyornis unicolor unicolor,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,pabfly2
28858,issf,pabfly4,,Pale Blue Flycatcher (Diao Luo),Cyornis unicolor diaoluoensis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,pabfly2
28859,issf,pabfly5,,Pale Blue Flycatcher (Hartert's),Cyornis unicolor cyanopolia,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,pabfly2
28860,species,butfly1,,Blue-throated Flycatcher,Cyornis rubeculoides,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28863,species,butfly2,,Chinese Blue Flycatcher,Cyornis glaucicomans,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28864,slash,bltfly2,,Blue-throated/Chinese Blue Flycatcher,Cyornis rubeculoides/glaucicomans,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28865,slash,y01329,,Hainan Blue/Blue-throated/Chinese Blue Flycatcher,Cyornis hainanus/rubeculoides/glaucicomans,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28866,species,larblf1,,Large Blue Flycatcher,Cyornis magnirostris,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28867,species,hibfly1,,Hill Blue Flycatcher,Cyornis whitei,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28872,slash,y01092,,Large/Hill Blue Flycatcher,Cyornis magnirostris/whitei,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28873,species,hibfly3,,Javan Blue Flycatcher,Cyornis banyumas,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28876,species,hibfly4,,Dayak Blue Flycatcher,Cyornis montanus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28877,species,merjuf1,,Meratus Blue Flycatcher,Cyornis kadayangensis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28878,species,lobblf1,,Sunda Blue Flycatcher,Cyornis caerulatus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28882,species,mabfly1,,Malaysian Blue Flycatcher,Cyornis turcosus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28883,species,pabfly1,,Palawan Blue Flycatcher,Cyornis lemprieri,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28884,species,bobfly2,,Bornean Blue Flycatcher,Cyornis superbus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28885,species,tibfly3,,Tickell's Blue Flycatcher,Cyornis tickelliae,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28888,hybrid,x00927,,Pale-chinned x Tickell's Blue Flycatcher (hybrid),Cyornis poliogenys x tickelliae,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28889,slash,y01069,,Blue-throated/Tickell's Blue Flycatcher,Cyornis rubeculoides/tickelliae,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28890,species,tibfly4,,Indochinese Blue Flycatcher,Cyornis sumatrensis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28894,species,mabfly2,,Mangrove Blue Flycatcher,Cyornis rufigastra,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28895,issf,manblf1,,Mangrove Blue Flycatcher (Mangrove),Cyornis rufigastra [rufigastra Group],Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,mabfly2
28900,issf,manblf2,,Mangrove Blue Flycatcher (Philippine),Cyornis rufigastra [blythi Group],Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,mabfly2
28905,species,subfly1,,Sulawesi Blue Flycatcher,Cyornis omissus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28906,issf,sulblf1,,Sulawesi Blue Flycatcher (Sulawesi),Cyornis omissus [omissus Group],Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,subfly1
28910,issf,subfly4,,Sulawesi Blue Flycatcher (Tanahjampea),Cyornis omissus djampeanus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,subfly1
28911,species,subfly5,,Kalao Blue Flycatcher,Cyornis kalaoensis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28912,species,bncjuf1,,Brown-chested Jungle Flycatcher,Cyornis brunneatus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28913,species,nicjuf1,,Nicobar Jungle Flycatcher,Cyornis nicobaricus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28914,species,gycjuf1,,Gray-chested Jungle Flycatcher,Cyornis umbratilis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28915,species,fucjuf1,,Fulvous-chested Jungle Flycatcher,Cyornis olivaceus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28918,species,chtjuf2,,Philippine Jungle Flycatcher,Cyornis ruficauda,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28923,species,chtjuf3,,Sulu Jungle Flycatcher,Cyornis ocularis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28924,species,chtjuf4,,Crocker Jungle Flycatcher,Cyornis ruficrissa,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28927,species,banjuf1,,Banggai Jungle Flycatcher,Cyornis pelingensis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28928,species,suljuf1,,Sula Jungle Flycatcher,Cyornis colonus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28929,spuh,blufly1,,Cyornis sp.,Cyornis sp.,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28930,species,wbrcha1,,White-bellied Robin-Chat,Cossyphicula roberti,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28931,issf,whbroc1,,White-bellied Robin-Chat (White-bellied),Cossyphicula roberti roberti,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,wbrcha1
28932,issf,whbroc2,,White-bellied Robin-Chat (Albertine),Cossyphicula roberti rufescentior,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,wbrcha1
28933,species,morcha1,,Mountain Robin-Chat,Cossyphicula isabellae,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28934,issf,mouroc1,,Mountain Robin-Chat (Highland),Cossyphicula isabellae batesi,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,morcha1
28935,issf,mouroc2,,Mountain Robin-Chat (Mountain),Cossyphicula isabellae isabellae,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,morcha1
28936,species,arrcha1,,Archer's Robin-Chat,Dessonornis archeri,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28937,issf,arcroc1,,Archer's Robin-Chat (Archer's),Dessonornis archeri archeri,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,arrcha1
28938,issf,arcroc2,,Archer's Robin-Chat (Kabobo),Dessonornis archeri kimbutui,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,arrcha1
28939,species,ofrcha1,,Olive-flanked Robin-Chat,Dessonornis anomalus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28940,issf,olfroc1,,Olive-flanked Robin-Chat (White-bellied),Dessonornis anomalus grotei,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,ofrcha1
28941,issf,olfroc2,,Olive-flanked Robin-Chat (Black),Dessonornis anomalus mbuluensis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,ofrcha1
28942,issf,olfroc3,,Olive-flanked Robin-Chat (Olive-flanked),Dessonornis anomalus [anomalus Group],Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,ofrcha1
28946,species,carcha1,,Cape Robin-Chat,Dessonornis caffer,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28951,species,wtrcha1,,White-throated Robin-Chat,Dessonornis humeralis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28952,species,bsrcha1,,Blue-shouldered Robin-Chat,Cossypha cyanocampter,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28955,species,rurcha1,,Rüppell's Robin-Chat,Cossypha semirufa,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28959,species,wbrcha2,,White-browed Robin-Chat,Cossypha heuglini,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28963,species,rcrcha1,,Red-capped Robin-Chat,Cossypha natalensis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28967,species,chrcha1,,Chorister Robin-Chat,Cossypha dichroa,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28970,species,whrcha1,,White-headed Robin-Chat,Cossypha heinrichi,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28971,species,scrcha1,,Snowy-crowned Robin-Chat,Cossypha niveicapilla,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28974,species,wcrcha1,,White-crowned Robin-Chat,Cossypha albicapillus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28978,spuh,robinc1,,robin-chat sp.,Cossypha sp.,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28979,species,anccha1,,Angola Cave-Chat,Xenocopsychus ansorgei,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28980,species,copthr1,,Collared Palm-Thrush,Cichladusa arquata,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28981,species,rtpthr1,,Rufous-tailed Palm-Thrush,Cichladusa ruficauda,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28982,species,spmthr1,,Spotted Morning-Thrush,Cichladusa guttata,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28986,species,eurrob1,,European Robin,Erithacus rubecula,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28996,species,whsrob1,,White-starred Robin,Pogonocichla stellata,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
29007,species,swyrob1,,Swynnerton's Robin,Swynnertonia swynnertoni,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
29008,issf,swyrob2,,Swynnerton's Robin (Udzungwa),Swynnertonia swynnertoni rodgersi,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,swyrob1
29009,issf,swyrob3,,Swynnerton's Robin (Swynnerton's),Swynnertonia swynnertoni swynnertoni,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,swyrob1
29010,species,brcale1,,Brown-chested Alethe,Chamaetylas poliocephala,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
29011,issf,bncale1,,Brown-chested Alethe (Gray-headed),Chamaetylas poliocephala poliocephala,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,brcale1
29012,issf,bncale2,,Brown-chested Alethe (Gabela),Chamaetylas poliocephala hallae,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,brcale1
29013,issf,bncale3,,Brown-chested Alethe (Chestnut-backed),Chamaetylas poliocephala compsonota,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,brcale1
29014,issf,bncale4,,Brown-chested Alethe (Brown-chested),Chamaetylas poliocephala [carruthersi Group],Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,brcale1
29022,species,retale1,,Red-throated Alethe,Chamaetylas poliophrys,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
29025,species,choale1,,Thyolo Alethe,Chamaetylas choloensis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
29028,species,whcale1,,White-chested Alethe,Chamaetylas fuelleborni,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
29029,species,forrob6,,Olive-backed Forest Robin,Stiphrornis pyrrholaemus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
29030,species,obfrob1,,Orange-breasted Forest Robin,Stiphrornis erythrothorax,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
29034,species,forrob4,,Yellow-breasted Forest Robin,Stiphrornis mabirae,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
29037,spuh,forrob7,,forest robin sp.,Stiphrornis sp.,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
29038,species,gywroc1,,Gray-winged Robin-Chat,Sheppardia polioptera,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
29039,issf,gywroc2,,Gray-winged Robin-Chat (Black-capped),Sheppardia polioptera nigriceps/tessmanni,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,gywroc1
29042,issf,gywroc3,,Gray-winged Robin-Chat (Gray-winged),Sheppardia polioptera polioptera,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,gywroc1
29043,species,shtaka2,,Short-tailed Akalat,Sheppardia poensis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
29044,issf,bocaka2,,Short-tailed Akalat (Grant's),Sheppardia poensis granti,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,shtaka2
29045,issf,bocaka3,,Short-tailed Akalat (Bioko),Sheppardia poensis poensis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,shtaka2
29046,issf,shtaka1,,Short-tailed Akalat (Short-tailed),Sheppardia poensis [kungwensis Group],Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,shtaka2
29050,species,bocaka11,,Bocage's Akalat,Sheppardia bocagei,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
29054,species,lowaka1,,Lowland Akalat,Sheppardia cyornithopsis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
29058,species,equaka1,,Equatorial Akalat,Sheppardia aequatorialis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
29061,species,shaaka1,,Sharpe's Akalat,Sheppardia sharpei,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
29064,species,eacaka1,,East Coast Akalat,Sheppardia gunningi,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
29065,issf,eacaka2,,East Coast Akalat (East Coast),Sheppardia gunningi sokokensis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,eacaka1
29066,issf,eacaka4,,East Coast Akalat (Montane),Sheppardia gunningi alticola,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,eacaka1
29067,issf,eacaka5,,East Coast Akalat (Benson's),Sheppardia gunningi bensoni,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,eacaka1
29068,issf,eacaka6,,East Coast Akalat (Gunning's),Sheppardia gunningi gunningi,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,eacaka1
29069,species,gabaka1,,Gabela Akalat,Sheppardia gabela,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
29070,species,usaaka1,,Usambara Akalat,Sheppardia montana,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
29071,species,iriaka1,,Iringa Akalat,Sheppardia lowei,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
29072,species,rubaka1,,Rubeho Akalat,Sheppardia aurantiithorax,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
29073,species,bagbab2,,Bagobo Robin,Leonardina woodi,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
29074,species,eyjfly1,,Eyebrowed Jungle Flycatcher,Vauriella gularis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
29075,species,rufjuf1,,Rusty-flanked Jungle Flycatcher,Vauriella insignis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
29076,species,negjuf1,,Negros Jungle Flycatcher,Vauriella albigularis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
29077,species,minjuf1,,Mindanao Jungle Flycatcher,Vauriella goodfellowi,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
29078,species,gresho1,,Great Shortwing,Heinrichia calligyna,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
29079,issf,gresho2,,Great Shortwing (Minahasa),Heinrichia calligyna simplex,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,gresho1
29080,issf,gresho3,,Great Shortwing (Great),Heinrichia calligyna calligyna/picta,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,gresho1
29083,species,rubsho1,,Rusty-bellied Shortwing,Brachypteryx hyperythra,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
29084,species,lessho1,,Lesser Shortwing,Brachypteryx leucophris,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
29090,species,whbsho4,,Himalayan Shortwing,Brachypteryx cruralis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
29091,species,whbsho5,,Chinese Shortwing,Brachypteryx sinensis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
29092,slash,y01161,,Himalayan/Chinese Shortwing,Brachypteryx cruralis/sinensis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
