Keyname	Author	Date	Title	Journal	Vol:Pages	Class	Order	Family	Genus	species	Common Name	Region	Habitat	Observation	Food	Benthic Inverts	Comments	Occurrence
Brennan, 1990	Brennan, Finger, Buchanan, Schick, and Herman	1990	Stomach contents of dunlins collected in western Washington	Northwestern Naturalist	71: 99-102	Aves	Charadriiformes	Scolopacidae	_Calidris_	_alpina_	Dunlin	Arctic, circumpolar;  winters from coasts of U.S., south Eurasia to Mexico, north Africa, India	Tidal flats, beaches, muddy pools, wet tundra in summer	Stomach contents	Annelida, Pelecypoda, Gastropoda, Ostracoda, Copepoda, Isopoda, Amphipoda, Dipteran larvae, Asteroidea	Arthropoda                                     Crustacea                                      Ostracoda Copepoda Isopoda Amphipoda         Mollusca                Echinodermata    Annelida  Gastropoda Bivalvia     Asteroidea			
Brennan, 1990	Brennan, Finger, Buchanan, Schick, and Herman	1990	Stomach contents of dunlins collected in western Washington	Northwestern Naturalist	71: 99-102	Aves	Charadriiformes	Scolopacidae	_Calidris_	_alpina_	Dunlin	Arctic, circumpolar;  winters from coasts of U.S., south Eurasia to Mexico, north Africa, India	Tidal flats, beaches, muddy pools, wet tundra in summer	Stomach contents	Annelida, Pelecypoda, Gastropoda, Ostracoda, Copepoda, Isopoda, Amphipoda, Dipteran larvae, Asteroidea	Arthropoda                                     Crustacea                                      Ostracoda Copepoda Isopoda Amphipoda          Mollusca                Echinodermata    Annelida  Gastropoda Bivalvia     Asteroidea			
Brooks	Brooks, William S.	1967	Food and feeding habits of autumn migrant shorebirds at a small midwestern pond	Wilson Bulletin	79(3): 307-315	Aves	Charadriiformes	Scolopacidae	_Capella_	_gallinago_	Common Snipe	North N.America, north Eurasia, winters to Brazil and central Africa	Marshes, bogs, wet meadows	Stomach contents	Physidae, Diptera, Hydrophilidae, Dytiscidae	Mollusca                                      Gastropoda			
Brooks, 1967	Brooks, William S.	1967	Food and feeding habits of autumn migrant shorebirds at a small midwestern pond	Wilson Bulletin	79(3): 307-315	Aves	Charadriiformes	Scolopacidae	_Calidris_	_melanotos_	Pectoral Sandpiper	Northeast Siberia, American Arctic, winters in S.America	In migration, prairie pools, muddy shores, fresh and tidal marshes;  in summer, tundra	Stomach contents	Physidae, Chironomidae, Hydrophilidae, Dytiscidae  	Mollusca                                      Gastropoda			
Brooks, 1967	Brooks, William S.	1967	Food and feeding habits of autumn migrant shorebirds at a small midwestern pond	Wilson Bulletin	79(3): 304-315	Aves	Charadriiformes	Scolopacidae	_Calidris_	_alpina_	Dunlin	Arctic, circumpolar;  winters from coasts of U.S., south Eurasia to Mexico, north Africa, India	Tidal flats, beaches, muddy pools, wet tundra in summer	Stomach contents	Physidae, Dytiscidae, Hydrophilidae	Mollusca                                      Gastropoda			
Brooks, 1967	Brooks, William S.	1967	Food and feeding habits of autumn migrant shorebirds at a small midwestern pond	Wilson Bulletin	79(3): 307-315	Aves 	Charadriiformes	Scolopacidae	_Calidris_	_pusilla_	Semipalmated Sandpiper	Breeds in N.American Arctic, migrates mainly east of the Rockies to S.America	Beaches, mudflats, tundra in summer	Stomach contents	Physidae, Hydrophilidae, Dytiscidae	Mollusca                                      Gastropoda			
Brooks, 1967	Brooks, William S.	1967	Food and feeding habits of autumn migrant shorebirds at a small midwestern pond	Wilson Bulletin	79(3): 307-315	Aves	Charadriiformes	Scolopacidae	_Tringa_	_melanoleuca_	Greater Yellowlegs	Alaska, Canada, winters U.S. to Tierra del Fuego	Open marshes, mudflats, streams, ponds;  in summer, wooded muskegs, spruce bogs	Stomach contents	Physidae, Corixidae, Anisoptera	Mollusca                                      Gastropoda			
Brooks, 1967	Brooks, William S.	1967	Food and feeding habits of autumn migrant shorebirds at a small midwestern pond	Wilson Bulletin	79(3): 307-315	Aves	Charadriiformes	Scolopacidae	_Tringa_	_flavipes_	Lesser Yellowlegs	Alaska, Canada, winters from south U.S. to Argentina	Marshes, mudflats, shores, pond edges, open boreal woods in summer	Stomach contents	Physidae, Chironomidae, Diptera, Corixidae, Baetidae, Hydrophilidae, Anisoptera, Coenagrionidae, Dytiscidae	Mollusca                                      Gastropoda			
Brown, 1986	Brown and Fredrickson	1986	Food habits of breeding white-winged scoters	Canadian Journal of Zoology	64: 1652-1654	Aves	Anseriformes	Anatidae	_Melanitta_	_fusca_	White-winged Scoter	Winters to west Europe, Japan, south U.S.	Salt bays, ocean, lakes in summer	Stomach contents	Hyalella azteca, Gammarus sp., Odonata-Zygoptera, Trichoptera	Arthropoda                                     Crustacea                                      Amphipoda                                               _Hyalella_ _azteca_ Gammarus sp.			
Bryant, 1979	Bryant, D.M.	1979	Effects of prey density and site character on estuary usage by overwintering waders (Charadrii)	Estuarine and Coastal Marine Science	9: 369-384	Aves	Charadriiformes	Scolopacidae	_Calidris_	_canutus_	Red Knot	Arctic, circumpolar, winters to S.Hemisphere	Tidal flats, shores, tundra when breeding	Field observation	Cerastoderma edule, lamellibranch molluscs, annelids, Macoma, Nereis	Mollusca                                        Bivalvia                                                 _Cerastoderma_ _edule_ _Macoma_ _balthica_   Annelida                                      Polychaeta                                               _Nereis_ _diversicolor_			
Bryant, 1979	Bryant, D.M. 	1979	Effects of prey density and site character on estuary usage by overwintering waders (Charadrii)	Estuarine and Coastal Science	9: 369-384	Aves	Charadriiformes	Scolopacidae	_Calidris_	_alpina_	Dunlin	Arctic, circumpolar, winters from coasts of U.S., south Eurasia to Mexico, north Africa, India	Tidal flats, beaches, muddy pools, wet tundra in summer	Field observation, gut analysis	Nereis diversicolor, Hydrobia ulvae, Corophium volutator, Macoma balthica	Arthropoda                                     Crustacea                                      Amphipoda                                               _Corophium_ _volutator_                      Mollusca                 Mollusca               Bivalvia                 Gastropoda                     _Macoma_ _balthica_       _Hydrobia_ _ulvae_  Annelida                                      Polychaeta                                              _Nereis_ _diversicolor_			
Bryant, 1979	Bryant, D.M. 	1979	Effects of prey density and site character on estuary usage by overwintering waders (Charadrii)	Estuarine and Coastal Science	9: 369-384	Aves	Charadriiformes	Scolopacidae	_Calidris_	_alpina_	Dunlin	Arctic, circumpolar, winters from coasts of U.S., south Eurasia to Mexico, north Africa, India	Tidal flats, beaches, muddy pools, wet tundra in summer	Field observation, gut analysis	Nereis diversicolor, Hydrobia ulvae, Corophium volutator, Macoma balthica	Arthropoda                                     Crustacea                                      Amphipoda                                               _Corophium_ _volutator_                       Mollusca                 Mollusca               Bivalvia                 Gastropoda                     _Macoma_ _balthica_       _Hydrobia_ _ulvae_  Annelida                                      Polychaeta                                              _Nereis_ _diversicolor_			
Burchsted, 1989	Burchsted and Chambers	1989	Loggerhead kingbirds feeding on Sesarma crabs	The Wilson Bulletin	101(3): 507-508	Aves		Tyrannidae	_Tyrannus_	_caudifasciatus_	Loggerhead Kingbird			Field observation	Sesarma	Arthropoda                                    Crustacea                                       Decapoda                                         Sesarma sp.			
Chabreck, 1985	Chabreck and Takagi	1985	Foods of lesser scaup in crayfish impoundments in Louisiana	Proc.Annu.Conf.Southeast.Assoc.Fish and Wildl.Agencies	39: 465-470	Aves	Anseriformes	Anatidae	_Aythya_	_affinis_	Lesser Scaup	Alaska, west Canada, northwest U.S., winters to north S.America	Lakes, bays, estuaries, marsh ponds in summer	Stomach contents	Snails, amphipod crustacea, Diptera larvae (mostly chironomids), Ephemeroptera, Coleoptera, Odonata larvae	Arthropoda       Mollusca                      Crustacea        Gastropoda                    Amphipoda			
Clark, 1980	Clark, E.Scott	1980	A green heron gleaning honeybees	Florida Field Naturalist	8(1): 17	Aves	Ciconiiformes	Ardeidae	_Butorides_	_striatus_	Green-backed Heron	Northwest U.S., southeast Canada to Argentina, southeast Asia, Africa, Australia	Lakes, ponds, marshes, streams	Field observation and stomach contents	Crustaceans, aquatic insects, spiders, snails, earthworms, crickets, grasshoppers, bees	Arthropoda       Mollusca                      Crustacea        Gastropoda	First record of gleaning by the green heron		
Clark, 1989	Clark, Bloom, and Oliphant	1989	Aplomado falcon steals prey from little blue heron	Journal of Field Ornithology	60(3): 380-381	Aves 	Ciconiiformes	Ardeidae	_Egretta_	_caerulea_	Little Blue Heron	Eastern U.S. to Peru, Argentina	Marshes, swamps, shores, tideflats	Field observation	Crayfish	Arthropoda                                     Crustacea                                       Decapoda			
Collias, 1963	Collias and Collias	1963	Selective feeding by wild ducklings of different species	The Wilson Bulletin	75(1): 6-14	Aves	Anseriformes	Anatidae	_Anas_	_platyrhynchos_	Mallard	Northern parts of N.Hemisphere, winters to Mexico, north Africa, India	Marshes, wooded swamps, grain fields, ponds, rivers, lakes, bays, city parks	Stomach contents, lab observation	Caddice-fly larvae, Odonata, daphnids, amphipods, Lymnaea, Physa	Mollusca                     Arthropoda       Gastropoda                   Crustacea                   Lymnaea sp. Physa sp.        Amphipoda			
Collias, 1963	Collias and Collias	1963	Selective feeding by wild ducklings of different species	The Wilson Bulletin	75(1): 6-14	Aves	Anseriformes	Anatidae	_Anas_	_acuta_	Pintail	Northern parts of N.Hemisphere, winters to north S.America, Africa, India	Marshes, prairie ponds, lakes, salt bays	Stomach contents and lab observation	Daphnids, amphipods	Arthropoda                                               Crustacea                                                Amphipoda			
Collias, 1963	Collias and Collias	1963	Selective feeding by wild ducklings of different species	The Wilson Bulletin	75(1): 6-14	Aves	Anseriformes	Anatidae	_Anas_	_discors_	Blue-winged Teal	Canada to south U.S., winters to S.America	Fresh ponds, marshes	Stomach contents, lab observation	Physa, Lymnaea, daphnids, amphipods, notonectids	Mollusca                      Arthropoda      Gastropoda                    Crustacea                  Lymnaea sp. Physa sp.         Amphipoda			
Collias, 1963	Collias and Collias	1963	Selective feeding by wild ducklings of different species	The Wilson Bulletin	75(1): 6-14	Aves	Anseriformes	Anatidae	_Anas_	_americana_	American Widgeon	Alaska, west Canada, north U.S., winters to Central America, W.Indies	Marshes, lakes, bays, fields	Stomach contents, lab observation	Daphnids, amphipods	Arthropoda                                     Crustacea                                      Amphipoda			
Collias, 1963	Collias and Collias	1963	Selective feeding by wild ducklings of different species	The Wilson Bulletin	75(1): 6-14	Aves	Anseriformes	Anatidae	_Anas_	_strepera_	Gadwall	Northern N.America, north Eurasia, winters to Mexico, Africa, India	Lakes, ponds, marshes	Stomach contents and lab observation	Daphnids, amphipods	Arthropoda                                     Crustacea                                                Amphipoda			
Collias, 1963	Collias and Collias	1963	Selective feeding by wild ducklings of different species	The Wilson Bulletin	75(1): 6-14	Aves	Anseriformes	Anatidae	_Anas_	_clypeata_	Northern Shoveler	Widespread in N.Hemisphere, winters to Central America, Africa	Fresh marshes, ponds, sloughs, also salt bays in winter	Stomach contents, lab observation	Daphnids, amphipods	Arthropoda                                     Crustacea                                      Amphipoda			
Collias, 1963	Collias and Collias	1963	Selective feeding by wild ducklings of different species	The Wilson Bulletin	75(1): 6-14	Aves	Anseriformes	Anatidae	_Aix_	_sponsa_	Wood Duck	South Canada, northwest and east U.S., Cuba, winters to Mexico, Cuba	Wooded swamps, rivers, ponds	Stomach contents, lab observation	Daphnids, amphipods	Arthropoda                                     Crustacea                                      Amphipoda			
Collias, 1963	Collias and Collias	1963	Selective feeding by wild ducklings of different species	The Wilson Bulletin	75(1): 6-14	Aves	Anseriformes	Anatidae	_Aythya_	_americana_	Redhead	West Canada, west and north-central U.S., winters to Mexico, W.Indies	Fresh marshes (summer), lakes, saltwater bays, estuaries	Stomach contents, lab observation	Daphnids, amphipods, corixids	Arthropoda                                     Crustacea                                      Amphipoda			
Collias, 1963	Collias and Collias	1963	Selective feeding by wild ducklings of different species	The Wilson Bulletin	75(1): 6-14	Aves	Anseriformes	Anatidae	_Aythya_	_affinis_	Lesser Scaup	Alaska, west Canada, winters to north S.America	Marsh ponds (summer), lakes, bays, estuaries	Stomach contents, lab observation	Daphnids, amphipods, Chaoborus larvae	Arthropoda                                    Crustacea                                      Amphipoda			
Collias, 1963	Collias and Collias	1963	Selective feeding by wild ducklings of different species	The Wilson Bulletin	75(1): 6-14	Aves	Anseriformes	Anatidae	_Oxyura_	_jamaicensis_	Ruddy Duck	Canada south locally to north S.America	Fresh marshes, ponds, lakes, salt bays in winter	Stomach contents, lab observation	Daphnids, amphipods, Tendipedidae larvae, Corixidae	Arthropoda                                     Crustacea                                      Amphipoda			
Conte, 1988	Conte and Conte	1988	Abundance and spatial distribution of Artemia salina in Lake Abert, Oregon	Hydrobiologia	158: 167-172	Aves	Anseriformes	Anatidae	_Anas_	_clypeata_	Northern Shoveler	Widespread in N.Hemisphere, winters to Central America, Africa	Fresh marshes, ponds, sloughs, also salt bays in winter	Stomach contents	Brine shrimp adults and cysts	Arthropoda                                     Crustacea                                       Decapoda			
