common_name	family	revised	section	subsection	citation	checked	usable_data	notes
Chestnut-backed Chickadee	Paridae	2002	Feeding	Microhabitat For Foraging	"Hertz, P. E., J. V. Remsen, Jr., and S. I. Zones. 1976. Ecological complementarity of three sympatric parids in a California oak woodland. Condor 78:307-316."	y	n	
Chestnut-backed Chickadee	Paridae	2002	Diet	Major Food Items	"Dixon, K. L. 1960. Additional data on the establishment of the Chestnut-backed Chickadee at Berkeley. Condor 62:405-408."	n		
Chestnut-backed Chickadee	Paridae	2002	Feeding	Microhabitat For Foraging	"Dixon, K. L. 1954. Some ecological relations of chickadees and titmice in central California. Condor 56:113-124."	y	n	
Chestnut-backed Chickadee	Paridae	2002	Feeding	Microhabitat For Foraging	"Root, R. B. 1964. Ecological interactions of the Chestnut-backed Chickadee following a range extension. Condor 66:229-238."	n		
Chestnut-backed Chickadee	Paridae	2002	Feeding	Microhabitat For Foraging	"Sturman, W. A. 1968b. The foraging ecology of Parus atricapillus and P. rufescens in the breeding season, with comparisons with other species of Parus. Condor 70:309-322."	n		
Chestnut-backed Chickadee	Paridae	2002	Diet	Quantitative Analysis	"Kleintjes, P. K. and D. L. Dahlsten. 1992. A comparison of three techniques for analyzing the diet of Plain Titmouse (Parus inornatus) and Chestnut-backed Chickadees (P. rufescens). J. Field Ornithol. 63:276-285."	y	y	data not yet entered
Gray-headed Chickadee	Paridae	1995	Feeding	Microhabitat For Foraging	"Pravosudov, V. V. 1985. [Search for and storage of food by Parus cinctus lapponicus and P. montanus borealis (Paridae).]. Zool. Zhurnal 64:1036-1043."	n		
Gray-headed Chickadee	Paridae	1995	Metabolism And Temperature Regulation		"Haftorn, S. 1972. Hypothermia of tits in the arctic winter. Ornis Scand. 3:153-166."	y	n	
Gray-headed Chickadee	Paridae	1995	Feeding	Microhabitat For Foraging	"Pravosudov, V. V. 1986. [Individual differences in foraging and storing behavior in Siberian Tit Parus cinctus Bodd. and Willow Tit Parus montanus Bald.]. Soviet J. Ecol. 4:60-64."	n		
Gray-headed Chickadee	Paridae	1995	Feeding	Microhabitat For Foraging	"Virkkala, R. 1988. Foraging niches of foliage-gleaning birds in the northernmost taiga in Finland. Ornis Fenn. 65:104-113."	n		
Gray-headed Chickadee	Paridae	1995	Feeding	Main Foods Taken	"Haftorn, S. 1994. Foraging-site selection and food storing of the Siberian Tit Parus cinctus and the Willow Tit P. montanus in northeastern Siberia. Fauna norv., Ser. C, Cinclus 17:9-14."	n		
Gray-headed Chickadee	Paridae	1995	Food Selection And Storage	Storage	"Alatalo, R. V. and A. Carlson. 1987. Hoarding-site selection of the Willow Tit Parus montanus in the presence of the Siberian Tit Parus cinctus. Ornis Fenn. 64:1-9."	n		
Gray-headed Chickadee	Paridae	1995	Feeding	Microhabitat For Foraging	"Snow, D. W. 1952. The winter avifauna of arctic Lapland. Ibis 94:133-143."	y	n 	"Qualitative data on arthropod species present and generalized foraging sources for different bird species, but lacking in hard data"
Gray-headed Chickadee	Paridae	1995	Feeding	Main Foods Taken	"Cramp, S. and C. M. Perrins. 1993. The birds of the western Palearctic. Vol. 7. Oxford Univ. Press, Oxford."	n		
Gray-headed Chickadee	Paridae	1995	Feeding	Microhabitat For Foraging	"J????rvinen, A. 1982. Ecology of the Siberian Tit Parus cinctus in NW Finnish Lapland. Ornis Scand. 13:47-55."	y	n	
Gray-headed Chickadee	Paridae	1995	Feeding	Microhabitat For Foraging	"Pravosudov, V. V. 1983. [Tits' feeding rate during winter in northern taiga.]. Vestnik Leningr. Univ. 21(4):16-22."	n		
Gray-headed Chickadee	Paridae	1995	Food Selection And Storage	Storage	"J????rvinen, A. 1983. Breeding strategies of hole-nesting passerines in northern Lapland. Ann. Zool. Fennici 20:129-149."	n		
Gray-headed Chickadee	Paridae	1995	Food Selection And Storage	Storage	"Haftorn, S. 1973. Lappmeisa Parus cinctus i hekketiden: forplantning, stemmeregister og hamstring av n????ring. Sterna 12:91-155."	n		
Gray-headed Chickadee	Paridae	1995	Feeding	Food Capture And Consumption	"Johansen, H. 1944. Die Vogelfauna Westsibiriens. J. Ornithol. 92:1-105, 145-204."	y	n	
Gray-headed Chickadee	Paridae	1995	Feeding	Microhabitat For Foraging	"Nilsson, S. G. and T. Alterstam. 1976. Resource division among birds in North Finnish coniferous forest in autumn. Ornis Fenn. 53:15-27."	n		
Gray-headed Chickadee	Paridae	1995	Metabolism And Temperature Regulation		"Palmgren, P. 1944. K????rpertemperatur und W????rmeschutz bei einigen finnischen V????geln. Ornis Fenn. 21:99-104."	n		
Gray-headed Chickadee	Paridae	1995	Food Selection And Storage	Storage	"Haftorn, S. 1953. Observasjoner over hamstring av n????ring ogs???? hos lappmeis (Parus c. cinctus Bodd.). Det Kgl. Norske Vidensk. Selsk. Forhandl. 26:76-82."	n		
Juniper Titmouse	Paridae	2000	"Drinking, Pellet-Casting, And Defecation"		"Gubanich, A. A. and H. R. Panik. 1987. Avian use of waterholes in pinyon-juniper. U.S. For. Serv. Gen. Tech. Rep. INT- 215:534-540."	n		
Juniper Titmouse	Paridae	2000	Metabolism And Temperature Regulation		"Cooper, S. J. 1997. The role of cold acclimatization on the biogeography of the Mountain Chickadee (Parus gambeli) and the Juniper Titmouse (Parus ridgwayi). Phd Thesis. Utah State Univ. Logan."	n		
Juniper Titmouse	Paridae	2000	Metabolism And Temperature Regulation		"Weathers, W. W. and E. Greene. 1998. Thermoregulatory responses of Bridled and Juniper titmice to high temperature. Condor 100:365-372."	y	n	
Juniper Titmouse	Paridae	2000	Feeding	Main Foods Taken	"Beal, F. E. L. 1907. Birds of California in relation to the fruit industry, Pt. 1. Biol. Surv. Bull. 30."	y	y	data not yet entered
Juniper Titmouse	Paridae	2000	Feeding	Main Foods Taken	"Balda, R. P. 1987. Avian impacts on pinyon-juniper woodlands. U.S. Gen. Tech. Rep. INT- 215:525-533."	n		
Juniper Titmouse	Paridae	2000	Food Selection And Storage		"K????llander, H. and H. G. Smith. 1990. Food storing in birds: an evolutionary perspective. Curr. Ornithol. 7:147-207."	n		
Juniper Titmouse	Paridae	2000	Feeding	Microhabitat For Foraging	"Root, R. B. 1964. Ecological interactions of the Chestnut-backed Chickadee following a range expansion. Condor 66:229-238."	y	n	
Juniper Titmouse	Paridae	2000	"Drinking, Pellet-Casting, And Defecation"		"Williams, P. L. and W. D. Koenig. 1980. Water dependence of birds in a temperate oak woodland. Auk 97:339-350."	y	n	
Juniper Titmouse	Paridae	2000	Feeding	Microhabitat For Foraging	"Hertz, P. E., J. V. Remsen, Jr., and S. I. Zones. 1976. Ecological complementarity of three sympatric parids in a California oak woodland. Condor 78:307-316."	y	n	
Juniper Titmouse	Paridae	2000	Feeding	Microhabitat For Foraging	"Davis, S., B. S. Davis, and J. Davis. 1973. Some factors affecting foraging behavior of Plain Titmice. Condor 75:481-482."	n		
Juniper Titmouse	Paridae	2000	Feeding	Microhabitat For Foraging	"Dixon, K. L. 1949. Behavior of the Plain Titmouse. Condor 51:110-136."	y	n	
Juniper Titmouse	Paridae	2000	Feeding	Main Foods Taken	"Bent, A. C. 1946. Life histories of north american jays, crows, and titmice, Pt. 2. U.S. Natl. Mus. Bull. 191."	n		
Juniper Titmouse	Paridae	2000	Feeding	Microhabitat For Foraging	"Wagner, J. L. 1981. Seasonal change in guild structure: oak woodland insectivorous birds. Ecology 62:973-981."	y	n	
Juniper Titmouse	Paridae	2000	Food Selection And Storage		"Sherry, D. F. 1989. Food storing in the Paridae. Wilson Bull. 101:289-304."	y	n	
Juniper Titmouse	Paridae	2000	Diet		"Martin, A. C., H. S. Zim, and A. L. Nelson. 1951. American wildlife and plants: a guide to wildlife food habitats. McGraw-Hill Book Co. New York."	n		
Juniper Titmouse	Paridae	2000	Feeding	Microhabitat For Foraging	"Block, W. M. 1990. Geographic variation in foraging ecologies of breeding and nonbreeding birds in oak woodlands. Stud. Avian Biol. 13:264-269."	y	n	
Juniper Titmouse	Paridae	2000	Diet		"Kleintjes, P. K. and D. L. Dahlsten. 1992. A comparison of three techniques for analyzing the arthropod diet of Plain Titmouse and Chestnut-backed Chickadee nestlings. J. Field Ornithol. 63:276-285."	y	y	data not yet entered
Juniper Titmouse	Paridae	2000	Feeding	Food Capture And Consumption	"Dixon, K. L. 1956. Territoriality and survival in the Plain Titmouse. Condor 58:169-182."	y	n	
Juniper Titmouse	Paridae	2000	Feeding	Microhabitat For Foraging	"Block, W. M. 1989. Spatial and temporal patterns of resource use by birds in California oak woodlands. Phd Thesis. Univ. of California, Berkeley."	n		
Juniper Titmouse	Paridae	2000	Diet		"Csuti, B., A. J. Kimerling, T. A. O'Neil, M. M. Shaughnessy, E. P. Gaines, and M. M. P. Huso. 1997. Atlas of Oregon wildlife: distribution, habitat, and natural history. Oregon State Univ. Press, Corvallis."	y	n	
Juniper Titmouse	Paridae	2000	Feeding	Microhabitat For Foraging	"Root, R. B. 1967. The niche exploitation pattern of the Blue-gray Gnatcatcher. Ecol. Monogr. 37:317-350."	y	y	data not yet entered
Juniper Titmouse	Paridae	2000	Feeding	Food Capture And Consumption	"Dixon, K. L. 1954. Some ecological relations of chickadees and titmice in central California. Condor 56:113-124."	y	n	
Mexican Chickadee	Paridae	1992	Diet	Major Food Items	"Marshall, Jr., J. T. 1957. Birds of pine-oak woodlands in southern Arizona and adjacent Mexico. Pac. Coast Avifauna. No. 32."	n		
Mountain Chickadee	Paridae	1999	Feeding	Microhabitat For Foraging	"Kleintjes, P. K. and D. L. Dahlsten. 1995. Within-season trends in the foraging behavior of the Mountain Chickadee. Wilson Bull. 107:655-666."	y	n	
Mountain Chickadee	Paridae	1999	Feeding	Microhabitat For Foraging	"Manolis, T. 1977. Foraging relationships of Mountain Chickadees and Pygmy Nuthatches. West. Birds 8:13-20."	n		
Mountain Chickadee	Paridae	1999	Food Selection And Storage	Selection	"Grundel, R. 1990. The role of dietary diversity, prey capture sequence and individuality in prey selection by parent Mountain Chickadees (Parus gambeli). J. Anim. Ecol. 59:959-976."	y	n	
Mountain Chickadee	Paridae	1999	Food Selection And Storage	Selection	"Grundel, R. 1992. How the Mountain Chickadee procures more food in less time for its nestlings. Behav. Ecol. Sociobiol. 31:291-300."	y	n	
Mountain Chickadee	Paridae	1999	Metabolism And Temperature Regulation		"Wachob, D. G. 1996b. A microclimate analysis of nest-site selection by Mountain Chickadees. J. Field Ornithol. 67:52-533."	y	n	
Mountain Chickadee	Paridae	1999	Diet	Quantitative Analysis	"Telford, A. D. and S. G. Herman. 1963. Chickadee helps check insect invasion. Audubon Mag. 65:78-81."	n		
Mountain Chickadee	Paridae	1999	Metabolism And Temperature Regulation		"Wachob, D. G. 1996a. The effect of thermal microclimate on foraging site selection by wintering Mountain Chickadees. Condor 98:114-122."	y	n	
Mountain Chickadee	Paridae	1999	Diet	Major Food Items	"Dahlsten, D. L., W. A. Copper, D. L. Rowney, and P. L. Kleintjes. 1990. Quantifying bird predation of arthropods in forests. Stud. Avian Biol. 13:44-52."	n		
Mountain Chickadee	Paridae	1999	Feeding	Microhabitat For Foraging	"Grundel, R. and D. L. Dahlsten. 1991. The feeding ecology of Mountain Chickadees (Parus gambeli): patterns of arthropod prey delivery to nestling birds. Can. J. Zool. 69:1793-1804."	y	y	data not yet entered
Mountain Chickadee	Paridae	1999	Feeding	Microhabitat For Foraging	"Grundel, R. 1984. The foraging behavior of parent Mountain Chickadees: factors influencing prey selection and notes on the bird's role in regulating insect populations. Ph. D. diss. Univ. of Texas, Austin."	n		
Mountain Chickadee	Paridae	1999	Feeding	Microhabitat For Foraging	"Szaro, R. C. and R. P. Balda. 1979. Bird community dynamics in a ponderosa pine forest. Stud. Avian Biol. no. 3."	n		
Mountain Chickadee	Paridae	1999	Diet	Major Food Items	"Haftorn, S. 1974. Storage of surplus food by the Boreal Chickadee, Parus hudsonicus, in Alaska, with some records on the Mountain Chickadee Parus gambeli. Ornis Scand. 5:144-161."	y	y	"data not yet entered, specific families of arthropods noted within text, data may be a bit too vague"
Mountain Chickadee	Paridae	1999	Feeding	Microhabitat For Foraging	"Airola, D. A. and R. H. Barrett. 1985. Foraging and habitat relationships of insect-gleaning birds in a Sierra Nevada mixed-conifer forest. Condor 87:205-216."	y	n	
Mountain Chickadee	Paridae	1999	Feeding	Microhabitat For Foraging	"Laudenslayer, Jr., W. F. and R. P. Balda. 1976. Breeding bird use of a pinyon-juniper-ponderosa pine ecotone. Auk 93:571-586."	y	n	
Mountain Chickadee	Paridae	1999	Feeding	Food Capture And Consumption	"Petit, D. R., K. E. Petit, and L. J. Petit. 1990. Geographic variation in foraging ecology of North American insectivorous birds. Pages 254-263 in Avian foraging: theory, methodology, and applications. (Morrison, M. L., C. J. Ralph, J. Verner, and J. R. Jehl, Eds.) Stud. Avian Biol. 13."	n		
Mountain Chickadee	Paridae	1999	Feeding	Food Capture And Consumption	"Franzreb, K. E. 1983. A comparison of avian foraging behavior in unlogged and logged mixed-coniferous forest. Wilson Bull. 95:60-76."	y	n	
Mountain Chickadee	Paridae	1999	Feeding	Food Capture And Consumption	"Hutchins, H. E. and R. M. Lanner. 1982. The central role of Clark's Nutcracker in the dispersal and establishment of whitebark pine. Oecologia 55:192-201."	y	n	
Mountain Chickadee	Paridae	1999	Food Selection And Storage	Storage	"Petit, D. R., L. J. Petit, and K. E. Petit. 1989. Winter caching ecology of deciduous woodland birds and adaptations for protection of stored food. Condor 91:766-776."	y	n	
Mountain Chickadee	Paridae	1999	Nutrition And Energetics		"Smith, S. M. 1991. The Black-capped Chickadee: Behavioral ecology and natural history. Cornell Univ. Press, Ithaca, NY."	n		
Mountain Chickadee	Paridae	1999	Diet	Major Food Items	"Dahlsten, D. L. and S. G. Herman. 1965. Birds as predators of destructive forest insects. Calif. Agric. 1965:8-10."	n		
Mountain Chickadee	Paridae	1999	Diet	Major Food Items	"Morrison, M. L., I. C. Timossi, K. A. With, and P. N. Manley. 1985. Use of tree species by forest birds during winter and summer. J. Wildl. Manage. 49:1098-1102."	y	n	
Mountain Chickadee	Paridae	1999	"Drinking, Pellet-Casting, And Defecation"		"Smith, S. M. 1993. Black-capped Chickadee (Parus atricapillus). in The birds of North America, no. 39. (Poole, A., P. Stettenheim, and F. Gill, Eds.) Acad. Nat. Sci., Philadelphia, PA, and Am. Ornithol. Union, Washington, D.C."	n		
Mountain Chickadee	Paridae	1999	Diet	Major Food Items	"Dahlsten, D. L. and W. A. Copper. 1979. The use of nesting boxes to study the biology of the Mountain Chickadee (Parus gambeli) and its impact on selected forest insects. Pages 217-260 in The role of insectivorous birds in forest ecosystems. (Dickson, D. G., R. N. Conner, R. R. Fleet, J. C. Kroll, and J. A. Jackson, Eds.) Academic Press, New York."	n		
Mountain Chickadee	Paridae	1999	Diet	Major Food Items	"Kleintjes, P. K. 1993. Relationship of insect availability to the foraging behavior and nesting diet of Mountain Chickadees. Phd Thesis. Univ. of California, Berkeley."	n		
Mountain Chickadee	Paridae	1999	Feeding	Microhabitat For Foraging	"With, K. A. and M. L. Morrison. 1990. Flock formation of two parids in relation to cyclical seed production in a pinyon-juniper woodland. Auk 107:522-532."	y	n	
Mountain Chickadee	Paridae	1999	Feeding	Microhabitat For Foraging	"Hill, B. G. and M. R. Lein. 1988. Ecological relations of sympatric Black-capped and Mountain Chickadees in southwestern Alberta. Condor 90:875-884."	y	n	
Mountain Chickadee	Paridae	1999	Diet	Quantitative Analysis	"Baldwin, P. H. 1968. Predator-prey relationships of birds and spruce beetles. Proc. North Cent. Branch Ent. Soc. Am. 23:90-99."	n		
Mountain Chickadee	Paridae	1999	Diet	Major Food Items	"Mccallum, D. A. and P. L. Dixon. 1990. Reducing bias in estimates of the Richards growth function shape parameter. Growth, Development and Aging 54:135-141."	n		
Mountain Chickadee	Paridae	1999	Feeding	Food Capture And Consumption	"Gaddis, P. K. 1981. Tool use by a Mountain Chickadee. Continental Birdlife 2:19-20."	n		
Mountain Chickadee	Paridae	1999	Diet	Major Food Items	"Brewer, J. W. 1971. Biology of the pinyon stunt needle midge. Annal. Entomol. Soc. Am. 64:1099-1102."	n		
Oak Titmouse	Paridae	2000	Feeding	Main Foods Taken	"Beal, F. E. L. 1907. Birds of California in relation to the fruit industry, Pt. 1. Biol. Surv. Bull. 30."	y	y	data not yet entered
Oak Titmouse	Paridae	2000	Feeding	Main Foods Taken	"Bent, A. C. 1946. Life histories of north american jays, crows, and titmice, Pt. 2. U.S. Natl. Mus. Bull. 191."	n		
Oak Titmouse	Paridae	2000	Feeding	Microhabitat For Foraging	"Dixon, K. L. 1949. Behavior of the Plain Titmouse. Condor 51:110-136."	y	n	
