Common_Name	Scientific_Name	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Unidentified	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet_By_Wt_or_Vol	Fraction_Diet_By_Items	Fraction_Occurrence	Fraction_Diet_Unspecified	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Canada	St. John River	wetland	3	1945	12	1951	NA	Animalia	Chordata	Mammalia	Lagomorpha		Leporidae	Lepus	Lepus americanus	no			Snowshoe hare	NA	0.00725	NA	NA	138	NA	NA	behavioral observation; fecal examination	data collected March-December for the years 1945-1951; 	CS	"Wright, B. S. 1953. The relation of Bald Eagles to breeding ducks in New Brunswick. J. Wildl. Manage. 17:55-62."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	-66.28	45.83	NA	NA	NA	Canada	St. John River	wetland	3	1945	12	1951	NA	Animalia	Chordata	Mammalia	Rodentia		Castoridae	Castor		no		carrion	beaver	NA	0.00725	NA	NA	138	NA	NA	behavioral observation; fecal examination	data collected March-December for the years 1945-1951; 	CS	"Wright, B. S. 1953. The relation of Bald Eagles to breeding ducks in New Brunswick. J. Wildl. Manage. 17:55-62."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	-66.28	45.83	NA	NA	NA	Canada	St. John River	wetland	3	1945	12	1951	NA	Animalia	Chordata	Aves	Anseriformes		Anatidae	Anas		no			black duck	NA	0.0435	NA	NA	138	NA	NA	behavioral observation; fecal examination	data collected March-December for the years 1945-1951; 	CS	"Wright, B. S. 1953. The relation of Bald Eagles to breeding ducks in New Brunswick. J. Wildl. Manage. 17:55-62."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	-66.28	45.83	NA	NA	NA	Canada	St. John River	wetland	3	1945	12	1951	NA	Animalia	Chordata	Aves	Anseriformes		Anatidae			no			Crippled duck	NA	0.00725	NA	NA	138	NA	NA	behavioral observation; fecal examination	data collected March-December for the years 1945-1951; 	CS	"Wright, B. S. 1953. The relation of Bald Eagles to breeding ducks in New Brunswick. J. Wildl. Manage. 17:55-62."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	-66.28	45.83	NA	NA	NA	Canada	St. John River	wetland	3	1945	12	1951	NA	Animalia	Chordata	Aves	Anseriformes		Anatidae			yes			duck	NA	0.043478261	NA	NA	138	NA	NA	behavioral observation; fecal examination	data collected March-December for the years 1945-1951; 	CS	"Wright, B. S. 1953. The relation of Bald Eagles to breeding ducks in New Brunswick. J. Wildl. Manage. 17:55-62."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	-66.28	45.83	NA	NA	NA	Canada	St. John River	wetland	3	1945	12	1951	NA	Animalia	Chordata	Aves	Passeriformes		Corvidae	Corvus	Corvus brachyrhynchos	no			Crow	NA	0.00725	NA	NA	138	NA	NA	behavioral observation; fecal examination	data collected March-December for the years 1945-1951; 	CS	"Wright, B. S. 1953. The relation of Bald Eagles to breeding ducks in New Brunswick. J. Wildl. Manage. 17:55-62."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	-66.28	45.83	NA	NA	NA	Canada	St. John River	wetland	3	1945	12	1951	NA	Animalia	Chordata	Aves						yes			bird	NA	0.014492754	NA	NA	138	NA	NA	behavioral observation; fecal examination	data collected March-December for the years 1945-1951; 	CS	"Wright, B. S. 1953. The relation of Bald Eagles to breeding ducks in New Brunswick. J. Wildl. Manage. 17:55-62."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	-66.28	45.83	NA	NA	NA	Canada	St. John River	wetland	3	1945	12	1951	NA	Animalia	Chordata	Actinopterygii	Perciformes		Percidae			no			Perch	NA	0.217391304	NA	NA	138	NA	NA	behavioral observation; fecal examination	data collected March-December for the years 1945-1951; 	CS	"Wright, B. S. 1953. The relation of Bald Eagles to breeding ducks in New Brunswick. J. Wildl. Manage. 17:55-62."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	-66.28	45.83	NA	NA	NA	Canada	St. John River	wetland	3	1945	12	1951	NA	Animalia	Chordata	Actinopterygii	Siluriformes		Ictaluridae	Ameiurus	Ameiurus nebulosus	no			Brown bullhead	NA	0.166666667	NA	NA	138	NA	NA	behavioral observation; fecal examination	data collected March-December for the years 1945-1951; 	CS	"Wright, B. S. 1953. The relation of Bald Eagles to breeding ducks in New Brunswick. J. Wildl. Manage. 17:55-62."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	-66.28	45.83	NA	NA	NA	Canada	St. John River	wetland	3	1945	12	1951	NA	Animalia	Chordata	Actinopterygii						no			Gaspereaux	NA	0.130434783	NA	NA	138	NA	NA	behavioral observation; fecal examination	data collected March-December for the years 1945-1951; 	CS	"Wright, B. S. 1953. The relation of Bald Eagles to breeding ducks in New Brunswick. J. Wildl. Manage. 17:55-62."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	-66.28	45.83	NA	NA	NA	Canada	St. John River	wetland	3	1945	12	1951	NA	Animalia	Chordata	Actinopterygii	Esociformes		Esocidae			no			Pickerel	NA	0.115942029	NA	NA	138	NA	NA	behavioral observation; fecal examination	data collected March-December for the years 1945-1951; 	CS	"Wright, B. S. 1953. The relation of Bald Eagles to breeding ducks in New Brunswick. J. Wildl. Manage. 17:55-62."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	-66.28	45.83	NA	NA	NA	Canada	St. John River	wetland	3	1945	12	1951	NA	Animalia	Chordata	Actinopterygii	Cypriniformes		Cyprinidae	Alburnoides	Alburniodes bipunctatus	no			Chub	NA	0.086956522	NA	NA	138	NA	NA	behavioral observation; fecal examination	data collected March-December for the years 1945-1951; 	CS	"Wright, B. S. 1953. The relation of Bald Eagles to breeding ducks in New Brunswick. J. Wildl. Manage. 17:55-62."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	-66.28	45.83	NA	NA	NA	Canada	St. John River	wetland	3	1945	12	1951	NA	Animalia	Chordata	Actinopterygii	Cypriniformes		Catostomidae	Catostomus	Catostomus commersonii	no			White Sucker	NA	0.086956522	NA	NA	138	NA	NA	behavioral observation; fecal examination	data collected March-December for the years 1945-1951; 	CS	"Wright, B. S. 1953. The relation of Bald Eagles to breeding ducks in New Brunswick. J. Wildl. Manage. 17:55-62."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	-66.28	45.83	NA	NA	NA	Canada	St. John River	wetland	3	1945	12	1951	NA	Animalia	Chordata	Actinopterygii	Acipenseriformes		Acipenseridae			no		carrion	Sturgeon	NA	0.00725	NA	NA	138	NA	NA	behavioral observation; fecal examination	data collected March-December for the years 1945-1951; 	CS	"Wright, B. S. 1953. The relation of Bald Eagles to breeding ducks in New Brunswick. J. Wildl. Manage. 17:55-62."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	-66.28	45.83	NA	NA	NA	Canada	St. John River	wetland	3	1945	12	1951	NA	Animalia	Chordata	Actinopterygii	Petromyzontiformes		Petromyzontidae	Petromyzon	Petromyzon marinus	no		carrion	Sea Lamprey	NA	0.00725	NA	NA	138	NA	NA	behavioral observation; fecal examination	data collected March-December for the years 1945-1951; 	CS	"Wright, B. S. 1953. The relation of Bald Eagles to breeding ducks in New Brunswick. J. Wildl. Manage. 17:55-62."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	-66.28	45.83	NA	NA	NA	Canada	St. John River	wetland	3	1945	12	1951	NA	Animalia	Chordata	Actinopterygii						yes			fish	NA	0.079710145	NA	NA	138	NA	NA	behavioral observation; fecal examination	data collected March-December for the years 1945-1951; 	CS	"Wright, B. S. 1953. The relation of Bald Eagles to breeding ducks in New Brunswick. J. Wildl. Manage. 17:55-62."
Hairy Woodpecker	Picoides villosus	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Animalia	Arthropoda	Insecta	Coleoptera					YES	larvae			NA	NA	NA	0.443	NA	382	NA	stomach contents	data from observations in 33 states	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Hairy Woodpecker	Picoides villosus	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Animalia	Arthropoda	Insecta	Hymenoptera		Formicidae			NO				NA	NA	NA	0.171	NA	382	NA	stomach contents	data from observations in 33 states	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Hairy Woodpecker	Picoides villosus	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Animalia	Arthropoda	Insecta	Lepidoptera					YES	larvae			NA	NA	NA	0.099	NA	382	NA	stomach contents	data from observations in 33 states	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Hairy Woodpecker	Picoides villosus	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Animalia	Arthropoda	Insecta	Hemiptera	Heteroptera				YES				NA	NA	NA	0.024	NA	382	NA	stomach contents	data from observations in 33 states	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Hairy Woodpecker	Picoides villosus	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Plantae								YES		fruit		NA	NA	NA	0.052	NA	382	NA	stomach contents	data from observations in 33 states	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Hairy Woodpecker	Picoides villosus	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Plantae							Zea mays	NO		seed	corn	NA	NA	NA	0.014	NA	382	NA	stomach contents	data from observations in 33 states	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Hairy Woodpecker	Picoides villosus	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Plantae								YES		seed		NA	NA	NA	0.045	NA	382	NA	stomach contents	data from observations in 33 states	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Downy Woodpecker	Picoides pubescens	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Animalia	Arthropoda	Insecta	Coleoptera					YES	larvae			NA	NA	NA	0.295	NA	723	NA	stomach contents	data from observations in 33 states	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Downy Woodpecker	Picoides pubescens	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Animalia	Arthropoda	Insecta	Hymenoptera		Formicidae			NO				NA	NA	NA	0.214	NA	723	NA	stomach contents	data from observations in 33 states	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Downy Woodpecker	Picoides pubescens	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Animalia	Arthropoda	Insecta	Hymenoptera					YES				NA	NA	NA	0.012	NA	723	NA	stomach contents	data from observations in 33 states	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Downy Woodpecker	Picoides pubescens	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Animalia	Arthropoda	Insecta	Hemiptera	Heteroptera				YES				NA	NA	NA	0.086	NA	723	NA	stomach contents	data from observations in 33 states	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Downy Woodpecker	Picoides pubescens	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Animalia	Arthropoda	Insecta	Lepidoptera					YES	larvae			NA	NA	NA	0.165	NA	723	NA	stomach contents	data from observations in 33 states	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Downy Woodpecker	Picoides pubescens	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Plantae								YES		fruit		NA	NA	NA	0.059	NA	723	NA	stomach contents	data from observations in 33 states	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Downy Woodpecker 	Picoides pubescens	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Plantae								YES		seed		NA	NA	NA	0.158	NA	723	NA	stomach contents	data from observations in 33 states	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Red-cockaded Woodpecker	Picoides Borealis	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	"Alabama, Florida, Louisiana, and Texas"	NA	NA	NA	NA	NA	NA	All	Animalia	Arthropoda	Insecta	Coleoptera		Carabidae			NO				NA	NA	NA	0.005	NA	76	NA	stomach contents	NA	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Red-cockaded Woodpecker	Picoides Borealis	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	"Alabama, Florida, Louisiana, and Texas"	NA	NA	NA	NA	NA	NA	All	Animalia	Arthropoda	Insecta	Coleoptera					YES				NA	NA	NA	0.105	NA	76	NA	stomach contents	NA	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Red-cockaded Woodpecker	Picoides Borealis	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	"Alabama, Florida, Louisiana, and Texas"	NA	NA	NA	NA	NA	NA	All	Animalia	Arthropoda	Insecta	Hymenoptera		Formicidae			NO				NA	NA	NA	0.568	NA	76	NA	stomach contents	NA	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Red-cockaded Woodpecker	Picoides Borealis	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	"Alabama, Florida, Louisiana, and Texas"	NA	NA	NA	NA	NA	NA	All	Animalia	Arthropoda	Insecta	Hemiptera	Heteroptera				YES				NA	NA	NA	0.082	NA	76	NA	stomach contents	NA	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Red-cockaded Woodpecker	Picoides Borealis	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	"Alabama, Florida, Louisiana, and Texas"	NA	NA	NA	NA	NA	NA	All	Plantae								YES		seed (conifers)		NA	NA	NA	0.111	NA	76	NA	stomach contents	NA	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Red-cockaded Woodpecker	Picoides Borealis	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	"Alabama, Florida, Louisiana, and Texas"	NA	NA	NA	NA	NA	NA	All	Plantae								YES		seed and fruit (non-conifer)		NA	NA	NA	0.08	NA	76	NA	stomach contents	NA	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Nuttall's Woodpecker	Picoides nuttallii	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Animalia	Arthropoda	Insecta	Coleoptera					YES				NA	NA	NA	0.289	NA	53	NA	stomach contents	NA	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Nuttall's Woodpecker	Picoides nuttallii	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Animalia	Arthropoda	Insecta	Hymenoptera		Formicidae			NO				NA	NA	NA	0.082	NA	53	NA	stomach contents	NA	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Nuttall's Woodpecker	Picoides nuttallii	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Animalia	Arthropoda	Insecta	Hymenoptera					YES				NA	NA	NA	0.035	NA	53	NA	stomach contents	NA	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Nuttall's Woodpecker	Picoides nuttallii	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Animalia	Arthropoda	Insecta	Hemiptera	Heteroptera				YES				NA	NA	NA	0.148	NA	53	NA	stomach contents	NA	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Nuttall's Woodpecker	Picoides nuttallii	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Animalia	Arthropoda	Insecta	Lepidoptera					YES	larvae			NA	NA	NA	0.142	NA	53	NA	stomach contents	NA	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Nuttall's Woodpecker	Picoides nuttallii	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Plantae								YES		fruit		NA	NA	NA	0.085	NA	53	NA	stomach contents	NA	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Black-backed Woodpecker	Picoides arcticus	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Animalia	Arthropoda	Insecta	Coleoptera					YES	larvae			NA	NA	NA	0.677	NA	28	NA	stomach contents	NA	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Black-backed Woodpecker	Picoides arcticus	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Animalia	Arthropoda	Insecta	Lepidoptera					YES	larvae			NA	NA	NA	0.129	NA	28	NA	stomach contents	NA	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Black-backed Woodpecker	Picoides arcticus	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Animalia	Arthropoda	Insecta	Hymenoptera		Formicidae			NO				NA	NA	NA	0.064	NA	28	NA	stomach contents	NA	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
American Three-toed Woodpecker	Picoides dorsalis	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Animalia	Arthropoda	Insecta	Coleoptera					YES	larvae			NA	NA	NA	0.711	NA	23	NA	stomach contents	NA	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
American Three-toed Woodpecker	Picoides dorsalis	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Animalia	Arthropoda	Insecta	Lepidoptera					YES	larvae			NA	NA	NA	0.145	NA	23	NA	stomach contents	NA	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
American Three-toed Woodpecker	Picoides dorsalis	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Animalia	Arthropoda	Insecta	Hymenoptera		Formicidae			NO				NA	NA	NA	0.083	NA	23	NA	stomach contents	NA	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Yellow-bellied Sapsucker	Sphyrapicus varius	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Animalia	Arthropoda	Insecta	Coleoptera					YES				NA	NA	NA	0.055	NA	313	NA	stomach contents	data collected from 24 different states	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Yellow-bellied Sapsucker	Sphyrapicus varius	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Animalia	Arthropoda	Insecta	Hymenoptera		Formicidae			NO				NA	NA	NA	0.343	NA	313	NA	stomach contents	data collected from 24 different states	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Yellow-bellied Sapsucker	Sphyrapicus varius	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Animalia	Arthropoda	Insecta	Hymenoptera					YES				NA	NA	NA	0.026	NA	313	NA	stomach contents	data collected from 24 different states	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Yellow-bellied Sapsucker	Sphyrapicus varius	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Animalia	Arthropoda	Insecta	Hemiptera	Heteroptera				YES				NA	NA	NA	0.01	NA	313	NA	stomach contents	data collected from 24 different states	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Yellow-bellied Sapsucker	Sphyrapicus varius	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Plantae								YES		fruit		NA	NA	NA	0.281	NA	313	NA	stomach contents	data collected from 24 different states	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Yellow-bellied Sapsucker	Sphyrapicus varius	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Plantae								YES		cambium		NA	NA	NA	0.165	NA	313	NA	stomach contents	data collected from 24 different states	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Red-Breasted Sapsucker	Sphyrapicus ruber	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	"Winter, Spring, and Fall"	Animalia	Arthropoda	Insecta	Hymenoptera		Formicidae			NO				NA	NA	NA	0.425	NA	34	NA	stomach contents	data collected in all months except April-August	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Red-Breasted Sapsucker	Sphyrapicus ruber	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	"Winter, Spring, and Fall"	Animalia	Arthropoda	Insecta	Hymenoptera					YES				NA	NA	NA	0.071	NA	34	NA	stomach contents	data collected in all months except April-August	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Red-Breasted Sapsucker	Sphyrapicus ruber	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	"Winter, Spring, and Fall"	Animalia	Arthropoda	Insecta	Coleoptera					YES				NA	NA	NA	0.04	NA	34	NA	stomach contents	data collected in all months except April-August	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Red-Breasted Sapsucker	Sphyrapicus ruber	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	"Winter, Spring, and Fall"	Plantae								YES		fruit		NA	NA	NA	0.127	NA	34	NA	stomach contents	data collected in all months except April-August	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Red-Breasted Sapsucker	Sphyrapicus ruber	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	"Winter, Spring, and Fall"	Plantae								YES		seed		NA	NA	NA	0.06	NA	34	NA	stomach contents	data collected in all months except April-August	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Red-Breasted Sapsucker	Sphyrapicus ruber	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	"Winter, Spring, and Fall"	Plantae								YES		cambium		NA	NA	NA	0.111	NA	34	NA	stomach contents	data collected in all months except April-August	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Williamson's Sapsucker	Sphyrapicus thyroideus	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Animalia	Arthropoda	Insecta	Diptera		Tipulidae			NO				NA	NA	NA	0.01	NA	17	NA	stomach contents	NA	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
