TAXON_ORDER	CATEGORY	SPECIES_CODE	SCI_NAME	PRIMARY_COM_NAME	ORDER1	FAMILY	SPECIES_GROUP	REPORT_AS
23377.0119	slash	y00818	Turdoides striata/affinis	Jungle/Yellow-billed Babbler	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.0119	species	blabab2	Turdoides reinwardtii	Blackcap Babbler	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01191	issf	blabab1	Turdoides reinwardtii reinwardtii	Blackcap Babbler (Blackcap)	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		blabab2
23377.01192	issf	blabab3	Turdoides reinwardtii stictilaema	Blackcap Babbler (Dusky-throated)	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		blabab2
23377.01193	species	dusbab2	Turdoides tenebrosa	Dusky Babbler	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01194	species	bklbab1	Turdoides sharpei	Black-lored Babbler	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01195	issf	bklbab2	Turdoides sharpei sharpei	Black-lored Babbler (Sharpe's)	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		bklbab1
23377.01196	issf	bklbab3	Turdoides sharpei vepres	Black-lored Babbler (Nanyuki)	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		bklbab1
23377.01197	species	harbab1	Turdoides hartlaubii	Hartlaub's Babbler	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.012	species	bkfbab1	Turdoides melanops	Black-faced Babbler	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01203	species	scabab2	Turdoides squamulata	Scaly Babbler	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01209	species	whrbab2	Turdoides leucopygia	White-rumped Babbler	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01215	species	sopbab1	Turdoides bicolor	Southern Pied-Babbler	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01216	species	norpib1	Turdoides hypoleuca	Northern Pied-Babbler	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01219	species	hipbab1	Turdoides hindei	Hinde's Pied-Babbler	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.0122	species	crebab1	Turdoides leucocephala	Cretzschmar's Babbler	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01221	species	brobab1	Turdoides plebejus	Brown Babbler	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01225	species	armbab1	Turdoides jardineii	Arrow-marked Babbler	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01232	species	bacbab1	Turdoides gymnogenys	Bare-cheeked Babbler	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01233	species	wtmbab1	Turdoides gilberti	White-throated Mountain-Babbler	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01234	species	rcmbab1	Turdoides rufocincta	Red-collared Mountain-Babbler	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01235	species	chmbab1	Turdoides chapini	Chapin's Mountain-Babbler	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01239	species	capbab1	Turdoides atripennis	Capuchin Babbler	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.0124	issf	capbab2	Turdoides atripennis atripennis/rubiginosus	Capuchin Babbler (Capuchin)	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		capbab1
23377.01242	issf	capbab3	Turdoides atripennis bohndorffi	Capuchin Babbler (Brown-throated)	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		capbab1
23377.01243	spuh	turdoi1	Turdoides sp.	Turdoides sp.	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01244	species	ashlau1	Garrulax cinereifrons	Ashy-headed Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01245	species	sunlau1	Garrulax palliatus	Sunda Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01248	species	ruflau1	Garrulax rufifrons	Rufous-fronted Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01252	species	maslau1	Garrulax perspicillatus	Masked Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01253	species	whclau2	Garrulax leucolophus	White-crested Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01257	species	sumlau1	Garrulax bicolor	Sumatran Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01258	species	lenlau1	Garrulax monileger	Lesser Necklaced Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01269	species	blalau1	Garrulax lugubris	Black Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.0127	species	bahlau1	Garrulax calvus	Bare-headed Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01271	species	camlau1	Garrulax ferrarius	Cambodian Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01273	species	whnlau1	Garrulax strepitans	White-necked Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01273	species	blhlau1	Garrulax milleti	Black-hooded Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01275	species	grylau1	Garrulax maesi	Gray Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01278	species	ruclau3	Garrulax castanotis	Rufous-cheeked Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01281	species	spblau1	Garrulax merulinus	Spot-breasted Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01284	species	orblau1	Garrulax annamensis	Orange-breasted Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01285	species	melthr	Garrulax canorus	Chinese Hwamei	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01288	species	taihwa1	Garrulax taewanus	Taiwan Hwamei	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01289	spuh	garrul1	Garrulax sp.	Garrulax sp.	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.0129	species	suklau1	Ianthocincla sukatschewi	Sukatschev's Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01291	species	moulau1	Ianthocincla cineracea	Moustached Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01295	species	ruclau1	Ianthocincla rufogularis	Rufous-chinned Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01299	species	chelau1	Ianthocincla konkakinhensis	Chestnut-eared Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01299	species	spolau1	Ianthocincla ocellata	Spotted Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01299	species	barlau1	Ianthocincla lunulata	Barred Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01299	species	bielau1	Ianthocincla bieti	Biet's Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01299	species	gialau1	Ianthocincla maxima	Giant Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01299	species	gnlthr	Ianthocincla pectoralis	Greater Necklaced Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.013	species	whtlau1	Ianthocincla albogularis	White-throated Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01301	species	ruclau2	Ianthocincla ruficeps	Rufous-crowned Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01302	species	runlau1	Ianthocincla ruficollis	Rufous-necked Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01303	species	chblau1	Ianthocincla nuchalis	Chestnut-backed Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01304	species	bltlau1	Ianthocincla chinensis	Black-throated Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.0131	species	whclau1	Ianthocincla vassali	White-cheeked Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01311	species	yetlau1	Ianthocincla galbana	Yellow-throated Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01312	species	buclau1	Ianthocincla courtoisi	Blue-crowned Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01315	species	wynlau1	Ianthocincla delesserti	Wynaad Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01316	species	ruvlau1	Ianthocincla gularis	Rufous-vented Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01317	species	pedlau1	Ianthocincla davidi	Pere David's Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01322	species	gyslau	Ianthocincla caerulata	Gray-sided Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01328	species	ruslau1	Ianthocincla poecilorhyncha	Rusty Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01329	species	buflau1	Ianthocincla berthemyi	Buffy Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.0133	species	chclau3	Ianthocincla mitrata	Chestnut-capped Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01333	species	chhlau1	Ianthocincla treacheri	Chestnut-hooded Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01337	species	whblau1	Ianthocincla sannio	White-browed Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01342	species	chibab1	Ianthocincla lanceolata	Chinese Babax	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01343	issf	chibab2	Ianthocincla lanceolata lanceolata/latouchei	Chinese Babax (Chinese)	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		chibab1
23377.01346	issf	chibub1	Ianthocincla lanceolata woodi	Chinese Babax (Mount Victoria)	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		chibab1
23377.01347	species	giabab1	Ianthocincla waddelli	Giant Babax	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01351	species	tibbab1	Ianthocincla koslowi	Tibetan Babax	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01354	spuh	iantho1	Ianthocincla sp.	Ianthocincla sp.	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01355	species	rublau1	Trochalopteron cachinnans	Black-chinned Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01356	issf	bkclau1	Trochalopteron cachinnans jerdoni	Black-chinned Laughingthrush (Nilgiri)	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		rublau1
23377.01357	issf	bkclau2	Trochalopteron cachinnans cachinnans	Black-chinned Laughingthrush (Brahmagiri)	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		rublau1
23377.01358	species	kerlau1	Trochalopteron fairbanki	Kerala Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01359	issf	kerlau2	Trochalopteron fairbanki fairbanki	Kerala Laughingthrush (Central Kerala)	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		kerlau1
23377.0136	issf	kerlau3	Trochalopteron fairbanki meridionale	Kerala Laughingthrush (South Kerala)	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		kerlau1
23377.01361	species	strlau1	Trochalopteron lineatum	Streaked Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01366	species	bhulau1	Trochalopteron imbricatum	Bhutan Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01367	species	strlau3	Trochalopteron virgatum	Striped Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01368	species	scalau1	Trochalopteron subunicolor	Scaly Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01372	species	brclau1	Trochalopteron austeni	Brown-capped Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01375	species	blwlau1	Trochalopteron squamatum	Blue-winged Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.01376	species	elllau1	Trochalopteron elliotii	Elliot's Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.0413	species	varlau1	Trochalopteron variegatum	Variegated Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04133	species	prhlau1	Trochalopteron henrici	Prince Henry's Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04134	species	blflau1	Trochalopteron affine	Black-faced Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04141	species	whwlau1	Trochalopteron morrisonianum	White-whiskered Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04142	species	chclau2	Trochalopteron erythrocephalum	Chestnut-crowned Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04148	species	asslau1	Trochalopteron chrysopterum	Assam Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04152	species	sielau1	Trochalopteron melanostigma	Silver-eared Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04158	species	mallau1	Trochalopteron peninsulae	Malayan Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04159	species	gowlau1	Trochalopteron ngoclinhense	Golden-winged Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.0416	species	collau1	Trochalopteron yersini	Collared Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04161	species	rewlau1	Trochalopteron formosum	Red-winged Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04164	species	retlau1	Trochalopteron milnei	Red-tailed Laughingthrush	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04169	spuh	trocha1	Trochalopteron sp.	Trochalopteron sp.	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04169	spuh	laughi1	Garrulax/Ianthocincla/Trochalopteron sp.	laughingthrush sp.	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.0417	species	rufsib1	Heterophasia capistrata	Rufous Sibia	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04174	species	grysib1	Heterophasia gracilis	Gray Sibia	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04175	species	blbsib1	Heterophasia melanoleuca	Black-backed Sibia	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04178	species	blhsib1	Heterophasia desgodinsi	Black-headed Sibia	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04184	species	whesib1	Heterophasia auricularis	White-eared Sibia	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04185	species	beasib1	Heterophasia pulchella	Beautiful Sibia	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04186	species	lotsib1	Heterophasia picaoides	Long-tailed Sibia	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04191	species	siemes1	Leiothrix argentauris	Silver-eared Mesia	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04202	species	reblei	Leiothrix lutea	Red-billed Leiothrix	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04209	species	retmin1	Minla ignotincta	Red-tailed Minla	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04214	species	rubsib1	Minla annectens	Rufous-backed Sibia	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.0422	species	gyccro1	Crocias langbianis	Gray-crowned Crocias	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04221	species	spocro1	Crocias albonotatus	Spotted Crocias	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04222	species	gyflio1	Liocichla omeiensis	Gray-faced Liocichla	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04223	species	buglio1	Liocichla bugunorum	Bugun Liocichla	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04224	species	stelio1	Liocichla steerii	Steere's Liocichla	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04225	species	reflio2	Liocichla phoenicea	Red-faced Liocichla	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04228	species	reflio3	Liocichla ripponi	Scarlet-faced Liocichla	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04231	species	bkcbar1	Actinodura sodangorum	Black-crowned Barwing	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04232	species	hotbar1	Actinodura nipalensis	Hoary-throated Barwing	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04235	species	sttbar1	Actinodura waldeni	Streak-throated Barwing	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.0424	slash	y00753	Actinodura nipalensis/waldeni	Hoary-throated/Streak-throated Barwing	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04241	species	strbar1	Actinodura souliei	Streaked Barwing	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04244	species	taibar1	Actinodura morrisoniana	Taiwan Barwing	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04245	species	rufbar1	Actinodura egertoni	Rusty-fronted Barwing	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.0425	species	spebar1	Actinodura ramsayi	Spectacled Barwing	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04254	species	blwmin1	Actinodura cyanouroptera	Blue-winged Minla	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23377.04263	species	chtmin1	Actinodura strigula	Chestnut-tailed Minla	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)		
23378	species	gursug1	Promerops gurneyi	Gurney's Sugarbird	Passeriformes	Promeropidae (Sugarbirds)	Sugarbirds	
23381	species	capsug1	Promerops cafer	Cape Sugarbird	Passeriformes	Promeropidae (Sugarbirds)		
23381.01	species	spothr1	Modulatrix stictigula	Spot-throat	Passeriformes	Promeropidae (Sugarbirds)		
23381.04	species	dapthr1	Arcanator orostruthus	Dapple-throat	Passeriformes	Promeropidae (Sugarbirds)		
23381.08	species	gycill1	Kakamega poliothorax	Gray-chested Illadopsis	Passeriformes	Promeropidae (Sugarbirds)		
23382	species	asfblu1	Irena puella	Asian Fairy-bluebird	Passeriformes	Irenidae (Fairy-bluebirds)	Fairy-bluebirds	
23388	species	phifab1	Irena cyanogastra	Philippine Fairy-bluebird	Passeriformes	Irenidae (Fairy-bluebirds)		
23393	species	yebhyl1	Hyliota flavigaster	Yellow-bellied Hyliota	Passeriformes	Hyliotidae (Hyliotas)	Hyliotas	
23396	species	souhyl1	Hyliota australis	Southern Hyliota	Passeriformes	Hyliotidae (Hyliotas)		
23400	species	usahyl1	Hyliota usambarae	Usambara Hyliota	Passeriformes	Hyliotidae (Hyliotas)		
23401	species	vibhyl1	Hyliota violacea	Violet-backed Hyliota	Passeriformes	Hyliotidae (Hyliotas)		
23403.0001	species	silver1	Empidornis semipartitus	Silverbird	Passeriformes	Muscicapidae (Old World Flycatchers)	Old World Flycatchers	
23403.0002	species	palfly2	Bradornis pallidus	Pale Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.00025	issf	palfly6	Bradornis pallidus [pallidus Group]	Pale Flycatcher (Pale)	Passeriformes	Muscicapidae (Old World Flycatchers)		palfly2
23403.0013	issf	palfly4	Bradornis pallidus bafirawari	Pale Flycatcher (Wajir)	Passeriformes	Muscicapidae (Old World Flycatchers)		palfly2
23403.0014	issf	palfly5	Bradornis pallidus subalaris/erlangeri	Pale Flycatcher (East Coast)	Passeriformes	Muscicapidae (Old World Flycatchers)		palfly2
23403.0016	species	chafly2	Bradornis infuscatus	Chat Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0022	species	marfly1	Bradornis mariquensis	Mariqua Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0026	species	afgfly1	Bradornis microrhynchus	Grayish Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0027	issf	grafly2	Bradornis microrhynchus pumilus	Grayish Flycatcher (Ethiopian)	Passeriformes	Muscicapidae (Old World Flycatchers)		afgfly1
23403.0028	issf	grafly1	Bradornis microrhynchus [microrhynchus Group]	Grayish Flycatcher (Grayish)	Passeriformes	Muscicapidae (Old World Flycatchers)		afgfly1
23403.0033	species	angslf1	Melaenornis brunneus	Angola Slaty-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0036	species	wheslf1	Melaenornis fischeri	White-eyed Slaty-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0041	species	abyslf1	Melaenornis chocolatinus	Abyssinian Slaty-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0044	species	nobfly1	Melaenornis edolioides	Northern Black-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0048	species	sobfly1	Melaenornis pammelaina	Southern Black-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0054	species	yebfly2	Melaenornis ardesiacus	Yellow-eyed Black-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0055	species	nimfly1	Melaenornis annamarulae	Nimba Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0056	species	afffly1	Fraseria ocreata	African Forest-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.00565	issf	afrfof1	Fraseria ocreata prosphora/kelsalli	African Forest-Flycatcher (Western)	Passeriformes	Muscicapidae (Old World Flycatchers)		afffly1
23403.0059	issf	afrfof2	Fraseria ocreata ocreata	African Forest-Flycatcher (Eastern)	Passeriformes	Muscicapidae (Old World Flycatchers)		afffly1
23403.006	species	wbffly1	Fraseria cinerascens	White-browed Forest-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0063	species	fisfly1	Sigelus silens	Fiscal Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0064	species	spofly1	Muscicapa striata	Spotted Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0072	species	gamfly1	Muscicapa gambagae	Gambaga Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0073	species	dasfly	Muscicapa sibirica	Dark-sided Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0079	species	asbfly	Muscicapa latirostris	Asian Brown Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0083	species	bnsfly1	Muscicapa williamsoni	Brown-streaked Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.00834	slash	y00754	Muscicapa latirostris/williamsoni	Asian Brown/Brown-streaked Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.00835	species	gysfly1	Muscicapa griseisticta	Gray-streaked Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0084	species	asbfly1	Muscicapa randi	Ashy-breasted Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0085	species	subfly2	Muscicapa segregata	Sumba Brown Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0086	species	rutfly6	Muscicapa ruficauda	Rusty-tailed Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0087	species	brbfly2	Muscicapa muttui	Brown-breasted Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0088	species	ferfly1	Muscicapa ferruginea	Ferruginous Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0089	species	ussfly1	Muscicapa ussheri	Ussher's Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.009	species	soofly1	Muscicapa infuscata	Sooty Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0093	species	boefly1	Muscicapa boehmi	Boehm's Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0094	species	swafly3	Muscicapa aquatica	Swamp Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0099	species	olifly1	Muscicapa olivascens	Olivaceous Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.01	issf	olifly4	Muscicapa olivascens olivascens	Olivaceous Flycatcher (Olivaceous)	Passeriformes	Muscicapidae (Old World Flycatchers)		olifly1
23403.0101	issf	olifly5	Muscicapa olivascens nimbae	Olivaceous Flycatcher (Mt. Nimba)	Passeriformes	Muscicapidae (Old World Flycatchers)		olifly1
23403.0102	species	chafly1	Muscicapa lendu	Chapin's Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0103	issf	chafly5	Muscicapa lendu lendu	Chapin's Flycatcher (Chapin's)	Passeriformes	Muscicapidae (Old World Flycatchers)		chafly1
23403.0104	issf	chafly4	Muscicapa lendu itombwensis	Chapin's Flycatcher (Itombwe)	Passeriformes	Muscicapidae (Old World Flycatchers)		chafly1
23403.0105	species	afdfly1	Muscicapa adusta	Dusky-brown Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0116	species	ligfly2	Muscicapa epulata	Little Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0117	species	yeffly1	Muscicapa sethsmithi	Yellow-footed Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0118	species	dubfly2	Muscicapa comitata	Dusky-blue Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0122	species	tesfly1	Muscicapa tessmanni	Tessmann's Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0123	species	casfly1	Muscicapa cassini	Cassin's Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0124	species	ashfly1	Muscicapa caerulescens	Ashy Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0131	form	subfly3	Muscicapa [undescribed form]	Sulawesi Brown Flycatcher (undescribed form)	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.01315	spuh	muscic1	Muscicapa sp.	Muscicapa sp.	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0132	species	gyttif1	Myioparus griseigularis	Gray-throated Tit-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0135	species	grytif1	Myioparus plumbeus	Gray Tit-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0139	species	grcfly3	Humblotia flavirostris	Grand Comoro Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.014	species	ficale1	Alethe diademata	Fire-crested Alethe	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0141	issf	ficale3	Alethe diademata diademata	Fire-crested Alethe (White-tailed)	Passeriformes	Muscicapidae (Old World Flycatchers)		ficale1
23403.0142	issf	ficale2	Alethe diademata castanea/woosnami	Fire-crested Alethe (Fire-crested)	Passeriformes	Muscicapidae (Old World Flycatchers)		ficale1
